freq,indic_de,geo\TIME_PERIOD	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,JAN,FR	64350226 	64658856 	64978721 	65276983 	65600350 	66165980 b	66458153 	66638391 	66809816 	66918941 p	67012883 p	67098824 p
